concept_id,code,source,datatype
2388,2388,local,Datetime
2389,2389,local,Coded
2389,164848,MCL/CIEL,Coded
2390,2390,local,Coded
2391,2391,local,Coded
2392,2392,local,Coded
2393,2393,local,Coded
2394,2394,local,Coded
2395,12,MCL/CIEL,Coded
2397,6049,MCL/CIEL,N/A
2403,2403,local,N/A
2411,121534,MCL/CIEL,N/A
2413,2413,local,N/A
2415,2415,local,N/A
2416,2416,local,N/A
2418,134475,MCL/CIEL,N/A
2420,159563,MCL/CIEL,N/A
2421,152744,MCL/CIEL,N/A
2424,122657,MCL/CIEL,N/A
2427,159838,MCL/CIEL,N/A
2428,159562,MCL/CIEL,N/A
5006,5006,MCL/CIEL,N/A
5006,5006,local,N/A
5008,5008,local,N/A
5008,5008,MCL/CIEL,N/A
5009,5009,MCL/CIEL,N/A
5009,5009,local,N/A
5011,5011,MCL/CIEL,N/A
5011,5011,local,N/A
5012,5012,MCL/CIEL,N/A
5012,5012,local,N/A
5013,5013,local,N/A
5013,5013,MCL/CIEL,N/A
5014,5014,MCL/CIEL,N/A
5014,5014,local,N/A
5015,5015,MCL/CIEL,N/A
5015,5015,local,N/A
5016,5016,MCL/CIEL,N/A
5016,5016,local,N/A
5017,5017,local,N/A
5017,5017,MCL/CIEL,N/A
5018,5018,MCL/CIEL,N/A
5018,5018,local,N/A
5020,5020,MCL/CIEL,N/A
5020,5020,local,N/A
5021,5021,MCL/CIEL,N/A
5021,5021,local,N/A
5022,5022,local,N/A
5022,5022,MCL/CIEL,N/A
5023,5023,MCL/CIEL,N/A
5023,5023,local,N/A
5024,5024,MCL/CIEL,N/A
5024,5024,local,N/A
5025,116506,MCL/CIEL,N/A
5025,5025,local,N/A
5026,5026,local,N/A
5026,133007,MCL/CIEL,N/A
5027,5027,MCL/CIEL,N/A
5027,5027,local,N/A
5028,5028,MCL/CIEL,N/A
5028,5028,local,N/A
5029,5029,MCL/CIEL,N/A
5029,5029,local,N/A
5030,5030,local,N/A
5030,5030,MCL/CIEL,N/A
5031,5031,local,N/A
5032,5032,local,N/A
5032,5032,MCL/CIEL,N/A
5033,5033,local,N/A
5033,141905,MCL/CIEL,N/A
5034,5034,MCL/CIEL,N/A
5034,5034,local,N/A
5035,5035,MCL/CIEL,N/A
5035,5035,local,N/A
5036,5036,local,N/A
5037,5037,MCL/CIEL,N/A
5037,5037,local,N/A
5038,5038,MCL/CIEL,N/A
5038,5038,local,N/A
5039,5039,local,N/A
5040,5040,MCL/CIEL,N/A
5040,5040,local,N/A
5041,5041,local,N/A
5041,5041,MCL/CIEL,N/A
5042,5042,local,N/A
5042,5042,MCL/CIEL,N/A
5043,5043,MCL/CIEL,N/A
5043,5043,local,N/A
5044,5044,MCL/CIEL,N/A
5044,5044,local,N/A
5045,5045,local,N/A
5046,5046,MCL/CIEL,N/A
5046,5046,local,N/A
5047,5047,local,N/A
5048,5048,MCL/CIEL,N/A
5048,5048,local,N/A
5049,5049,local,N/A
5050,5050,local,N/A
5051,5051,local,N/A
5052,5052,local,N/A
5053,5053,local,Numeric
5053,5053,MCL/CIEL,Numeric
5054,5054,local,Numeric
5055,5055,local,Boolean
5056,5056,local,Boolean
5057,5057,local,Boolean
5058,5058,local,Boolean
5059,5059,local,Boolean
5060,5060,local,Boolean
5061,5061,local,Boolean
5062,5062,local,Boolean
5063,5063,local,Boolean
5064,5064,local,Numeric
5065,5065,local,Boolean
5066,5066,local,Boolean
5067,5067,local,Boolean
5068,5068,local,Boolean
5069,5069,local,Boolean
5070,5070,local,Boolean
5071,5071,local,Boolean
5072,5072,local,Boolean
5073,5073,local,Boolean
5074,5074,local,Boolean
5075,5075,local,Boolean
5076,5076,local,Boolean
5077,5077,local,Boolean
5078,5078,local,Boolean
5079,5079,local,Boolean
5080,5080,local,Boolean
5081,5081,local,Boolean
5082,5082,local,Boolean
5083,5083,local,Boolean
5084,5084,local,Boolean
5085,5085,MCL/CIEL,Numeric
5085,5085,local,Numeric
5086,5086,local,Numeric
5086,5086,MCL/CIEL,Numeric
5087,5087,local,Numeric
5087,5087,MCL/CIEL,Numeric
5088,5088,MCL/CIEL,Numeric
5088,5088,local,Numeric
5089,5089,MCL/CIEL,Numeric
5089,5089,local,Numeric
5090,5090,local,Numeric
5090,5090,MCL/CIEL,Numeric
5092,5092,local,Numeric
5092,5092,MCL/CIEL,Numeric
5096,5096,MCL/CIEL,Date
5096,5096,local,Date
5099,5099,local,N/A
5099,5099,MCL/CIEL,N/A
5100,5100,MCL/CIEL,Coded
5103,5103,MCL/CIEL,N/A
5103,5103,local,N/A
5104,5104,MCL/CIEL,N/A
5104,5104,local,N/A
5105,5105,local,N/A
5105,5105,MCL/CIEL,N/A
5106,5106,local,Coded
5107,5107,local,N/A
5107,5107,MCL/CIEL,N/A
5108,5108,MCL/CIEL,N/A
5108,5108,local,N/A
5109,5109,local,Coded
5110,5110,local,Boolean
5111,5111,local,Boolean
5112,5112,MCL/CIEL,N/A
5112,5112,local,N/A
5113,5113,local,Coded
5114,5114,local,Boolean
5115,5115,local,N/A
5115,5115,MCL/CIEL,N/A
5116,5116,local,N/A
5116,5116,MCL/CIEL,N/A
5117,5117,local,Boolean
5118,5118,local,Boolean
5119,5119,MCL/CIEL,N/A
5119,5119,local,N/A
5120,5120,MCL/CIEL,N/A
5120,5120,local,N/A
5121,5121,MCL/CIEL,N/A
5127,5127,MCL/CIEL,N/A
5127,5127,local,N/A
5132,5132,MCL/CIEL,N/A
5132,5132,local,N/A
5134,5134,local,N/A
5134,5134,MCL/CIEL,N/A
5136,119566,MCL/CIEL,N/A
5136,5136,local,N/A
5138,5138,MCL/CIEL,N/A
5138,5138,local,N/A
5139,5139,MCL/CIEL,N/A
5139,5139,local,N/A
5141,5141,local,N/A
5141,5141,MCL/CIEL,N/A
5153,5153,MCL/CIEL,Numeric
5153,5153,local,Numeric
5156,5156,MCL/CIEL,N/A
5156,5156,local,N/A
5157,5157,MCL/CIEL,N/A
5157,5157,local,N/A
5158,51158,MCL/CIEL,N/A
5158,5158,local,N/A
5159,145802,MCL/CIEL,Boolean
5160,5160,local,N/A
5160,5160,MCL/CIEL,N/A
5162,5162,MCL/CIEL,N/A
5162,5162,local,N/A
5164,5164,MCL/CIEL,N/A
5164,5164,local,N/A
5166,5166,local,N/A
5166,5166,MCL/CIEL,N/A
5168,5168,MCL/CIEL,N/A
5169,5169,MCL/CIEL,N/A
5170,5170,MCL/CIEL,N/A
5170,5170,local,N/A
5170,112721,MCL/CIEL,N/A
5176,130560,MCL/CIEL,N/A
5176,5176,local,N/A
5177,5177,MCL/CIEL,N/A
5179,5179,MCL/CIEL,N/A
5181,5181,MCL/CIEL,N/A
5181,5181,local,N/A
5185,5185,MCL/CIEL,N/A
5187,5187,MCL/CIEL,N/A
5190,5190,MCL/CIEL,N/A
5192,5192,MCL/CIEL,Coded
5192,5192,local,Coded
5195,5195,MCL/CIEL,Numeric
5195,5195,local,Numeric
5199,115592,MCL/CIEL,N/A
5200,124711,MCL/CIEL,N/A
5200,5200,local,N/A
5201,5201,MCL/CIEL,N/A
5201,5201,local,N/A
5209,5209,local,N/A
5209,5209,MCL/CIEL,N/A
5219,5219,MCL/CIEL,Coded
5219,5219,local,Coded
5226,5226,MCL/CIEL,N/A
5226,5226,local,N/A
5240,5240,MCL/CIEL,Boolean
5240,5240,local,Boolean
5242,5242,local,Numeric
5242,5242,MCL/CIEL,Numeric
5243,5243,MCL/CIEL,N/A
5243,5243,local,N/A
5244,5244,MCL/CIEL,N/A
5244,5244,local,N/A
5245,5245,local,Coded
5245,5245,MCL/CIEL,Coded
5249,5249,MCL/CIEL,N/A
5254,5254,MCL/CIEL,N/A
5254,5254,local,N/A
5258,5258,MCL/CIEL,N/A
5261,5261,MCL/CIEL,N/A
5261,5261,local,N/A
5264,5264,MCL/CIEL,N/A
5264,5264,local,N/A
5265,5265,local,N/A
5265,5265,MCL/CIEL,N/A
5269,5269,MCL/CIEL,N/A
5269,5269,local,N/A
5271,5271,local,Boolean
5271,5271,MCL/CIEL,Boolean
5272,5272,MCL/CIEL,Boolean
5272,5272,local,Boolean
5274,5274,MCL/CIEL,Boolean
5275,5275,MCL/CIEL,N/A
5275,5275,local,N/A
5276,159837,MCL/CIEL,N/A
5276,5276,MCL/CIEL,N/A
5276,5276,local,N/A
5277,5277,MCL/CIEL,N/A
5277,5277,local,N/A
5278,5278,local,N/A
5278,5278,MCL/CIEL,N/A
5279,5279,local,N/A
5279,5279,MCL/CIEL,N/A
5281,5281,MCL/CIEL,Numeric
5282,5282,MCL/CIEL,Coded
5282,5282,local,Coded
5283,5283,MCL/CIEL,Numeric
5283,5283,local,Numeric
5303,5303,MCL/CIEL,Coded
5303,5303,local,Coded
5310,5310,MCL/CIEL,Coded
5310,5310,local,Coded
5311,5311,local,Numeric
5311,5311,MCL/CIEL,Numeric
5312,5312,MCL/CIEL,N/A
5312,5312,local,N/A
5313,5313,MCL/CIEL,N/A
5313,5313,local,N/A
5314,5314,MCL/CIEL,Numeric
5314,5314,local,Numeric
5318,5318,local,Numeric
5319,5319,local,Coded
5319,5319,MCL/CIEL,Coded
5320,5320,MCL/CIEL,Coded
5320,5320,local,Coded
5321,5321,MCL/CIEL,Coded
5321,5321,local,Coded
5322,5322,local,Numeric
5323,5323,local,Numeric
5324,5324,local,Numeric
5325,5325,local,Numeric
5325,5325,MCL/CIEL,Numeric
5326,5326,local,Numeric
5327,5327,local,N/A
5327,5327,MCL/CIEL,N/A
5328,5328,local,N/A
5328,5328,MCL/CIEL,N/A
5329,5329,MCL/CIEL,N/A
5329,5329,local,N/A
5330,5330,MCL/CIEL,N/A
5330,5330,local,N/A
5331,5331,local,N/A
5332,5332,MCL/CIEL,N/A
5332,5332,local,N/A
5333,5333,MCL/CIEL,N/A
5333,5333,local,N/A
5334,5334,local,N/A
5334,5334,MCL/CIEL,N/A
5337,5337,MCL/CIEL,N/A
5337,5337,local,N/A
5338,5338,MCL/CIEL,N/A
5338,5338,local,N/A
5339,5339,MCL/CIEL,N/A
5339,5339,local,N/A
5340,5340,local,N/A
5340,5340,MCL/CIEL,N/A
5344,5344,MCL/CIEL,N/A
5344,5344,local,N/A
5345,119288,MCL/CIEL,N/A
5345,5345,local,N/A
5350,5350,MCL/CIEL,N/A
5350,5350,local,N/A
5351,5351,local,N/A
5352,5352,local,Numeric
5353,5353,local,N/A
5354,5354,MCL/CIEL,N/A
5354,5354,local,N/A
5355,5355,MCL/CIEL,Numeric
5355,5355,local,Numeric
5356,5356,MCL/CIEL,Coded
5356,5356,local,Coded
5357,5357,local,Numeric
5358,5358,local,Numeric
5359,5359,local,Numeric
5360,5360,local,Numeric
5361,5361,local,Numeric
5362,5362,local,Numeric
5363,5363,local,Numeric
5364,5364,local,Numeric
5365,5365,local,Numeric
5366,5366,local,Numeric
5367,5367,local,Numeric
5368,5368,local,Numeric
5369,5369,local,Numeric
5370,5370,local,Numeric
5371,5371,local,Numeric
5372,5372,local,Numeric
5373,5373,local,Numeric
5374,5374,local,Numeric
5375,5375,local,Numeric
5376,5376,local,Numeric
5377,5377,local,Numeric
5378,5378,local,Numeric
5379,5379,local,Numeric
5380,5380,local,Numeric
5381,5381,local,Numeric
5382,5382,local,Numeric
5383,5383,local,Numeric
5384,5384,local,Numeric
5385,5385,local,Numeric
5386,5386,local,Numeric
5387,5387,local,Numeric
5388,5388,local,Numeric
5389,5389,local,Numeric
5390,5390,local,Numeric
5391,5391,local,Numeric
5392,5392,local,Numeric
5393,5393,local,Numeric
5394,5394,local,Numeric
5395,5395,local,Numeric
5396,5396,local,Numeric
5397,5397,local,Numeric
5398,5398,local,Numeric
5399,5399,local,Numeric
5400,5400,local,Numeric
5401,5401,local,Numeric
5402,5402,local,Numeric
5403,5403,local,Numeric
5404,5404,local,Numeric
5405,5405,local,Numeric
5406,5406,local,Numeric
5407,5407,local,Numeric
5408,5408,local,Numeric
5409,5409,local,Numeric
5410,5410,local,Numeric
5411,5411,local,Numeric
5412,5412,local,Numeric
5413,5413,local,Numeric
5414,5414,local,Numeric
5415,5415,local,Numeric
5416,5416,local,Numeric
5417,5417,local,Numeric
5424,5424,MCL/CIEL,N/A
5424,5424,local,N/A
5473,5473,MCL/CIEL,N/A
5473,5473,local,N/A
5475,5475,local,Numeric
5475,5475,MCL/CIEL,Numeric
5483,5483,local,Coded
5483,5483,MCL/CIEL,Coded
5484,5484,MCL/CIEL,Coded
5484,5484,local,Coded
5485,5485,local,N/A
5485,5485,MCL/CIEL,N/A
5486,5486,MCL/CIEL,Numeric
5486,5486,local,Numeric
5487,5487,MCL/CIEL,N/A
5487,5487,local,N/A
5488,5488,MCL/CIEL,Numeric
5488,5488,local,Numeric
5489,5489,MCL/CIEL,Numeric
5489,5489,local,Numeric
5490,5490,local,Numeric
5490,5490,MCL/CIEL,Numeric
5497,5497,MCL/CIEL,Numeric
5497,5497,local,Numeric
5507,5507,MCL/CIEL,Numeric
5507,5507,local,Numeric
5526,5526,MCL/CIEL,Coded
5526,5526,local,Coded
5544,5544,MCL/CIEL,N/A
5544,5544,local,N/A
5547,119975,MCL/CIEL,Numeric
5550,5550,MCL/CIEL,N/A
5550,5550,local,N/A
5555,5555,local,N/A
5555,5555,MCL/CIEL,N/A
5557,5557,MCL/CIEL,Numeric
5557,5557,local,Numeric
5558,5558,MCL/CIEL,Numeric
5558,5558,local,Numeric
5561,5561,MCL/CIEL,Numeric
5563,5563,local,Boolean
5563,5563,MCL/CIEL,Boolean
5564,5564,MCL/CIEL,N/A
5564,5564,local,N/A
5566,5566,MCL/CIEL,N/A
5567,5567,MCL/CIEL,Boolean
5567,5567,local,Boolean
5568,5568,MCL/CIEL,Boolean
5568,5568,local,Boolean
5569,5569,local,Boolean
5569,5569,MCL/CIEL,Boolean
5570,5570,MCL/CIEL,Numeric
5570,5570,local,Numeric
5571,5571,local,Boolean
5571,5571,MCL/CIEL,Boolean
5573,5573,MCL/CIEL,Numeric
5573,5573,local,Numeric
5574,5574,local,Numeric
5574,5574,MCL/CIEL,Numeric
5575,5575,MCL/CIEL,Numeric
5575,5575,local,Numeric
5576,5576,local,Coded
5577,5577,MCL/CIEL,Coded
5577,5577,local,Coded
5578,5578,MCL/CIEL,Coded
5578,5578,local,Coded
5584,5584,MCL/CIEL,Boolean
5584,5584,local,Boolean
5585,5585,MCL/CIEL,Boolean
5585,5585,local,Boolean
5586,5586,local,Coded
5586,5586,MCL/CIEL,Coded
5587,5587,MCL/CIEL,Coded
5587,5587,local,Coded
5588,5588,local,Boolean
5588,5588,MCL/CIEL,Boolean
5589,5589,local,Boolean
5589,5589,MCL/CIEL,Boolean
5590,5590,MCL/CIEL,Boolean
5590,5590,local,Boolean
5591,5591,MCL/CIEL,Boolean
5591,5591,local,Boolean
5592,5592,local,Boolean
5592,5592,MCL/CIEL,Boolean
5593,5593,local,Coded
5596,5596,local,Date
5596,5596,MCL/CIEL,Date
5599,5599,local,Date
5599,5599,MCL/CIEL,Date
5600,5600,local,Numeric
5601,5601,local,Numeric
5602,5602,local,Numeric
5603,5603,local,Numeric
5604,5604,local,Numeric
5605,5605,local,Coded
5605,5605,MCL/CIEL,Coded
5606,5606,MCL/CIEL,Coded
5606,5606,local,Coded
5607,5607,MCL/CIEL,Numeric
5607,5607,local,Numeric
5608,5608,local,Boolean
5608,5608,MCL/CIEL,Boolean
5609,5609,MCL/CIEL,Boolean
5609,5609,local,Boolean
5610,5640,MCL/CIEL,Boolean
5610,5610,local,Boolean
5611,5611,local,Numeric
5611,5611,MCL/CIEL,Numeric
5612,5612,local,Numeric
5612,5612,MCL/CIEL,Numeric
5613,5613,local,Numeric
5614,5614,local,Numeric
5615,5615,MCL/CIEL,Numeric
5615,5615,local,Numeric
5616,5616,MCL/CIEL,Coded
5616,5616,local,Coded
5617,5617,local,N/A
5617,5617,MCL/CIEL,N/A
5618,5618,MCL/CIEL,N/A
5618,5618,local,N/A
5619,5619,local,Coded
5619,5619,MCL/CIEL,Coded
5620,5620,MCL/CIEL,N/A
5620,5620,local,N/A
5621,5621,local,N/A
5621,5621,MCL/CIEL,N/A
5622,5622,local,N/A
5622,5622,MCL/CIEL,N/A
5623,5623,local,Boolean
5624,5624,local,Numeric
5624,5624,MCL/CIEL,Numeric
5625,5625,local,Numeric
5625,5625,MCL/CIEL,Numeric
5626,5626,local,Numeric
5627,5627,local,Numeric
5628,5628,local,Numeric
5629,5629,MCL/CIEL,Boolean
5629,5629,local,Boolean
5630,5630,local,Coded
5630,5630,MCL/CIEL,Coded
5631,5631,local,Numeric
5632,5632,MCL/CIEL,Boolean
5632,5632,local,Boolean
5633,5633,local,Boolean
5633,5633,MCL/CIEL,Boolean
5634,5634,MCL/CIEL,Boolean
5634,5634,local,Boolean
5635,5635,local,Numeric
5636,5636,local,Numeric
5637,5637,local,Numeric
5638,5638,local,Numeric
5639,5639,local,Numeric
5640,5640,local,Numeric
5641,5641,local,Numeric
5642,5642,local,Numeric
5643,5643,local,Numeric
5644,5644,local,Numeric
5645,5645,local,Numeric
5646,5646,local,Numeric
5647,5647,local,Numeric
5648,5648,local,Numeric
5649,5649,local,Numeric
5650,5650,local,Numeric
5651,5651,local,Numeric
5652,5652,local,Numeric
5653,5653,local,Numeric
5654,5654,local,Numeric
5655,5655,local,Numeric
5656,5656,local,Numeric
5657,5657,local,Numeric
5658,5658,local,Numeric
5659,5659,local,Numeric
5660,5660,local,Numeric
5661,5661,local,Numeric
5662,5662,local,Numeric
5663,5663,local,Numeric
5664,5664,local,Numeric
5665,5665,MCL/CIEL,Coded
5665,5665,local,Coded
5666,5666,local,Numeric
5667,5667,local,Numeric
5668,5668,local,Numeric
5669,5669,local,Numeric
5670,5670,local,Numeric
5671,5671,local,Numeric
5672,5672,local,Numeric
5673,5673,local,Numeric
5674,5674,local,Numeric
5675,5675,MCL/CIEL,Numeric
5675,5675,local,Numeric
5676,5676,MCL/CIEL,Numeric
5676,5676,local,Numeric
5677,5677,local,Numeric
5678,5678,local,Numeric
5679,5679,local,Numeric
5680,5680,local,Numeric
5681,5681,local,Numeric
5703,5703k,MCL/CIEL,Boolean
5703,5703,local,Boolean
5704,5704,local,Numeric
5704,5704,MCL/CIEL,Numeric
5706,5706,MCL/CIEL,Boolean
5706,5706,local,Boolean
5811,5811,MCL/CIEL,N/A
5811,5811,local,N/A
5814,5814,local,Numeric
5815,5815,local,Numeric
5816,5816,local,Numeric
5817,5817,local,Numeric
5818,5818,local,Numeric
5819,5819,local,Numeric
5820,5820,local,Numeric
5821,5821,local,Numeric
5822,5822,local,Numeric
5823,5823,local,Numeric
5824,5824,local,Numeric
5825,5825,local,Numeric
5826,5826,local,Numeric
5827,5827,local,Numeric
5828,5828,local,Numeric
5829,82900,MCL/CIEL,N/A
5829,5829,local,N/A
5839,5839,local,N/A
5839,5839,MCL/CIEL,N/A
5841,5841,local,N/A
5841,5841,MCL/CIEL,N/A
5843,5843,MCL/CIEL,N/A
5843,5843,local,N/A
5853,5853,local,Boolean
5853,5853,MCL/CIEL,Boolean
5864,5864,MCL/CIEL,N/A
5864,5864,local,N/A
5880,5880,local,Numeric
5881,5881,local,Numeric
5882,5882,local,Numeric
5883,5883,local,Numeric
5884,5884,local,Numeric
5885,5885,local,Numeric
5886,5886,local,Numeric
5887,5887,local,Numeric
5888,5888,local,Numeric
5889,5889,local,Numeric
5890,5890,local,Numeric
5891,5891,local,Numeric
5892,5892,local,Numeric
5893,5893,local,Numeric
5894,5894,local,Numeric
5895,5895,local,Numeric
5896,5896,local,Numeric
5897,5897,local,Numeric
5898,5898,local,Numeric
5899,5899,local,Numeric
5900,5900,local,Numeric
5901,5901,local,Numeric
5902,5902,local,Numeric
5903,5903,local,Numeric
5904,5904,local,Numeric
5905,5905,local,Numeric
5906,5906,local,Numeric
5907,5907,local,Numeric
5908,5908,local,Numeric
5909,5909,local,Numeric
5910,5910,local,Numeric
5911,5911,local,Numeric
5912,5912,local,Numeric
5913,5913,local,Numeric
5914,5914,local,Numeric
5915,5915,local,Numeric
5916,5916,local,Numeric
5916,5916,MCL/CIEL,Numeric
5917,5917,local,Numeric
5918,5918,local,Numeric
5919,5919,local,Numeric
5920,5920,local,Numeric
5921,5921,local,Numeric
5922,5922,local,Numeric
5923,5923,local,Numeric
5924,5924,local,Numeric
5925,5925,local,Numeric
5926,5926,local,Numeric
5927,5927,local,Numeric
5928,5928,local,Numeric
5929,5929,local,Numeric
5930,5930,local,Numeric
5931,5931,local,Numeric
5932,5932,local,Numeric
5933,5933,local,Numeric
5934,5934,local,Numeric
5935,5935,local,Numeric
5936,5936,local,Numeric
5937,5937,local,Numeric
5938,5938,local,Numeric
5939,5939,local,Numeric
5940,5940,local,Numeric
5941,5941,local,Numeric
5942,5942,local,Numeric
5943,5943,local,Numeric
5944,5944,local,Numeric
5945,140238,MCL/CIEL,Coded
5945,5945,local,Coded
5949,5949,local,N/A
5949,140501,MCL/CIEL,N/A
5949,116334,MCL/CIEL,N/A
5953,5953,MCL/CIEL,Boolean
5953,5953,local,Boolean
5954,5954,MCL/CIEL,Boolean
5954,5954,local,Boolean
5957,5957,MCL/CIEL,N/A
5957,5957,local,N/A
5958,5958,local,Coded
5958,5859,MCL/CIEL,Coded
5959,5959,local,Coded
5959,5959,MCL/CIEL,Coded
5960,5960,local,N/A
5960,141600,MCL/CIEL,N/A
5961,5961,MCL/CIEL,N/A
5961,5961,local,N/A
5962,5962,MCL/CIEL,Coded
5962,5962,local,Coded
5963,5963,MCL/CIEL,N/A
5963,5963,local,N/A
5965,5965,MCL/CIEL,Coded
5965,5965,local,Coded
5966,5966,local,Numeric
5966,5966,MCL/CIEL,Numeric
5971,5971,local,Coded
5971,5971,MCL/CIEL,Coded
5972,5972,MCL/CIEL,N/A
5972,5972,local,N/A
5973,5973,local,N/A
5973,5973,MCL/CIEL,N/A
5976,5976,local,Coded
5976,5976,MCL/CIEL,Coded
5978,5978,MCL/CIEL,N/A
5978,5978,local,N/A
5979,5979,MCL/CIEL,Coded
5979,5979,local,Coded
5980,122983,MCL/CIEL,N/A
5980,5980,local,N/A
5981,5981,MCL/CIEL,Coded
5981,5981,local,Coded
5984,5984,local,Coded
5984,5984,MCL/CIEL,Coded
5986,5986,local,N/A
5986,5986,MCL/CIEL,N/A
5989,5989,local,N/A
5989,5989,MCL/CIEL,N/A
5990,5990,MCL/CIEL,N/A
5990,5990,local,N/A
5992,5992,local,Numeric
5992,5992,MCL/CIEL,Numeric
5993,123396,MCL/CIEL,N/A
5993,5993,local,N/A
5994,5994,local,Coded
5994,5994,MCL/CIEL,Coded
5995,5995,local,N/A
5995,123529,MCL/CIEL,N/A
5996,5996,MCL/CIEL,Coded
5996,5996,local,Coded
6001,6001,local,N/A
6004,6004,MCL/CIEL,N/A
6004,6004,local,N/A
6005,6005,local,N/A
6005,6005,MCL/CIEL,N/A
6006,120345,MCL/CIEL,N/A
6006,6006,local,N/A
6011,149071,MCL/CIEL,Boolean
6011,6011,local,Boolean
6012,6012,local,Boolean
6012,6012,MCL/CIEL,Boolean
6016,6016,local,N/A
6017,6017,local,N/A
6017,6017,MCL/CIEL,N/A
6018,6018,MCL/CIEL,Coded
6018,6018,local,Coded
6019,6019,MCL/CIEL,N/A
6019,6019,local,N/A
6020,118771,MCL/CIEL,N/A
6020,6020,local,N/A
6021,6021,local,N/A
6021,132418,MCL/CIEL,N/A
6022,6022,local,N/A
6022,6022,MCL/CIEL,N/A
6023,6023,MCL/CIEL,N/A
6023,6023,local,N/A
6025,6025,MCL/CIEL,N/A
6025,6025,local,N/A
6029,6029,local,N/A
6029,133027,MCL/CIEL,N/A
6031,6031,local,N/A
6031,6031,MCL/CIEL,N/A
6032,6032,MCL/CIEL,N/A
6032,6032,local,N/A
6033,6033,MCL/CIEL,N/A
6033,90708001,"SNOMED CT",N/A
6033,6033,local,N/A
6034,133632,MCL/CIEL,N/A
6034,6034,local,N/A
6035,6035,MCL/CIEL,N/A
6035,6035,local,N/A
6037,6037,local,N/A
6037,6037,MCL/CIEL,N/A
6042,6042,local,Coded
6042,6042,MCL/CIEL,Coded
6046,6046,MCL/CIEL,N/A
6046,6046,local,N/A
6048,6048,local,Coded
6048,6048,MCL/CIEL,Coded
6049,6049,MCL/CIEL,N/A
6049,6049,local,N/A
6050,6050,MCL/CIEL,N/A
6050,6050,local,N/A
6052,6052,local,N/A
6052,6052,MCL/CIEL,N/A
6061,6061,MCL/CIEL,Coded
6061,6061,local,Coded
6065,6065,MCL/CIEL,Coded
6065,6065,local,Coded
6077,6077,local,Coded
6077,6077,MCL/CIEL,Coded
6092,6092,MCL/CIEL,Numeric
6093,6093,MCL/CIEL,Numeric
6094,6094,local,Numeric
6095,6095,MCL/CIEL,Boolean
6095,6095,local,Boolean
6096,6096,local,Coded
6096,6096,MCL/CIEL,Coded
6097,6097,MCL/CIEL,Coded
6097,6097,local,Coded
6098,6098,MCL/CIEL,Coded
6098,6098,local,Coded
6099,6099,local,N/A
6100,6100,local,N/A
6100,160584,MCL/CIEL,N/A
6100,159834,MCL/CIEL,N/A
6101,159835,MCL/CIEL,N/A
6101,6101,local,N/A
6102,6102,local,N/A
6102,159836,MCL/CIEL,N/A
6103,159833,MCL/CIEL,N/A
6103,6103,local,N/A
6104,6104,local,Coded
6104,159832,MCL/CIEL,Coded
6105,6105,local,Coded
6105,1788,MCL/CIEL,Coded
6106,6106,local,N/A
6107,6107,local,N/A
6108,1544,MCL/CIEL,Coded
6108,6108,local,Coded
6109,1602,MCL/CIEL,Coded
6109,6109,local,Coded
6110,6110,local,N/A
6111,6111,local,N/A
6112,6112,local,Coded
6113,6113,local,N/A
6114,6114,local,N/A
6115,159831,MCL/CIEL,Text
6116,6116,local,N/A
6117,159658,MCL/CIEL,Numeric
6118,159657,MCL/CIEL,Numeric
6119,159653,MCL/CIEL,Numeric
6120,159830,MCL/CIEL,Numeric
6121,159661,MCL/CIEL,Numeric
6123,159829,MCL/CIEL,Numeric
6124,159647,MCL/CIEL,Numeric
6125,159733,MCL/CIEL,Numeric
6126,6126,local,Numeric
6127,159828,MCL/CIEL,Numeric
6128,159827,MCL/CIEL,Numeric
6129,159643,MCL/CIEL,Numeric
6130,159659,MCL/CIEL,Numeric
6131,159826,MCL/CIEL,Numeric
6132,159646,MCL/CIEL,Numeric
6133,159654,MCL/CIEL,Numeric
6134,159825,MCL/CIEL,Numeric
6134,6134,local,Numeric
6135,159824,MCL/CIEL,Numeric
6136,159823,MCL/CIEL,Numeric
6137,6137,local,N/A
6137,1661,MCL/CIEL,N/A
6137,159392,MCL/CIEL,N/A
6138,6138,local,N/A
6139,6139,local,N/A
6140,159822,MCL/CIEL,Coded
6140,6140,local,Coded
6141,6141,local,N/A
6141,159818,MCL/CIEL,N/A
6142,159819,MCL/CIEL,N/A
6142,6142,local,N/A
6143,159820,MCL/CIEL,N/A
6143,6143,local,N/A
6144,159821,MCL/CIEL,Coded
6144,6144,local,Coded
6145,159817,MCL/CIEL,Numeric
6145,6145,local,Numeric
6146,6146,local,Numeric
6146,159816,MCL/CIEL,Numeric
6147,159815,MCL/CIEL,Numeric
6147,6147,local,Numeric
6148,159814,MCL/CIEL,Numeric
6148,6148,local,Numeric
6149,6149,local,Coded
6149,1396,MCL/CIEL,Coded
6150,6150,local,Coded
6151,159813,MCL/CIEL,Numeric
6151,6151,local,Numeric
6152,6152,local,Coded
6152,159811,MCL/CIEL,Coded
6153,6153,local,Coded
6154,6154,local,N/A
6155,164960,"KENYA EMR",N/A
6155,6155,local,N/A
6156,154378,MCL/CIEL,N/A
6156,6156,local,N/A
6157,6157,local,N/A
6157,74258,MCL/CIEL,N/A
6158,6158,local,N/A
6158,159810,MCL/CIEL,N/A
6159,71647,MCL/CIEL,N/A
